Brand: 10000004   Goods: 3735
Brand: 10007554   Goods: 792
Brand: 10007555   Goods: 740
Brand: 10007569   Goods: 99
Brand: 10007574   Goods: 856
Brand: 10007589   Goods: 104
Brand: 10007605   Goods: 1460
Brand: 10007610   Goods: 902
Brand: 10007611   Goods: 1
Brand: 10007612   Goods: 2719
Brand: 10007616   Goods: 36
Brand: 10007626   Goods: 1
Brand: 10007630   Goods: 4
Brand: 10007637   Goods: 1
Brand: 10007638   Goods: 1
Brand: 10007643   Goods: 2
Brand: 10007666   Goods: 59
Brand: 10007667   Goods: 664
Brand: 10007678   Goods: 1518
Brand: 10007679   Goods: 9
Brand: 10007680   Goods: 1
Brand: 10007681   Goods: 122
Brand: 10007699   Goods: 240
Brand: 10007709   Goods: 2
Brand: 10007718   Goods: 234
Brand: 10007725   Goods: 1
Brand: 10007728   Goods: 1
Brand: 10007743   Goods: 399
Brand: 10007744   Goods: 103
Brand: 10007755   Goods: 1
Brand: 10007759   Goods: 832
Brand: 10007760   Goods: 97
Brand: 10007768   Goods: 116
Brand: 10007770   Goods: 4
Brand: 10007778   Goods: 46
Brand: 10007781   Goods: 607
Brand: 10007784   Goods: 41
Brand: 10007786   Goods: 883
Brand: 10007790   Goods: 1
Brand: 10007793   Goods: 2
Brand: 10007795   Goods: 3
Brand: 10007796   Goods: 2
Brand: 10007797   Goods: 4
Brand: 10007802   Goods: 1
Brand: 10007807   Goods: 41
Brand: 10007808   Goods: 309
Brand: 10007812   Goods: 9
Brand: 10007814   Goods: 52
Brand: 10007819   Goods: 12
Brand: 10007827   Goods: 1
Brand: 10007828   Goods: 35
Brand: 10007829   Goods: 2
Brand: 10007834   Goods: 92
Brand: 10007836   Goods: 5
Brand: 10007851   Goods: 1
Brand: 10007854   Goods: 2258
Brand: 10007857   Goods: 101
Brand: 10007863   Goods: 35
Brand: 10007864   Goods: 48
Brand: 10007867   Goods: 752
Brand: 10007868   Goods: 796
Brand: 10007876   Goods: 6
Brand: 10007878   Goods: 38
Brand: 10007885   Goods: 368
Brand: 10007893   Goods: 2
Brand: 10007895   Goods: 2
Brand: 10007901   Goods: 3
Brand: 10007902   Goods: 461
Brand: 10007904   Goods: 1
Brand: 10007906   Goods: 1691
Brand: 10007915   Goods: 1
Brand: 10007920   Goods: 8428
Brand: 10007921   Goods: 913
Brand: 10007922   Goods: 4
Brand: 10007929   Goods: 25
Brand: 10007933   Goods: 333
Brand: 10007941   Goods: 5
Brand: 10007945   Goods: 50
Brand: 10007951   Goods: 913
Brand: 10007962   Goods: 1
Brand: 10007979   Goods: 4
Brand: 10007980   Goods: 9
Brand: 10007983   Goods: 4
Brand: 10007989   Goods: 400
Brand: 10007995   Goods: 1428
Brand: 10007996   Goods: 635
Brand: 10008008   Goods: 288
Brand: 10008012   Goods: 254
Brand: 10008016   Goods: 5653
Brand: 10008019   Goods: 58
Brand: 10008022   Goods: 2
Brand: 10008024   Goods: 37
Brand: 10008025   Goods: 666
Brand: 10008026   Goods: 2
Brand: 10008030   Goods: 2
Brand: 10008031   Goods: 864
Brand: 10008032   Goods: 32
Brand: 10008033   Goods: 990
Brand: 10008039   Goods: 309
Brand: 10008040   Goods: 104
Brand: 10008051   Goods: 42
Brand: 10008064   Goods: 1744
Brand: 10010007   Goods: 1
Brand: 10010009   Goods: 2002
Brand: 10010011   Goods: 1
Brand: 10010012   Goods: 762
Brand: 10010014   Goods: 1
Brand: 10010018   Goods: 11
Brand: 10010020   Goods: 1
Brand: 10010021   Goods: 55
Brand: 10010022   Goods: 2
Brand: 10010025   Goods: 2
Brand: 10010028   Goods: 150
Brand: 10010029   Goods: 6
Brand: 10010033   Goods: 93
Brand: 10010035   Goods: 54
Brand: 10010036   Goods: 52
Brand: 10010037   Goods: 91
Brand: 10010038   Goods: 305
Brand: 10010040   Goods: 2
Brand: 10010041   Goods: 592
Brand: 10010043   Goods: 385
Brand: 10010047   Goods: 157
Brand: 10010052   Goods: 47
Brand: 10010054   Goods: 12
Brand: 10010056   Goods: 1
Brand: 10010058   Goods: 4
Brand: 10010064   Goods: 26
Brand: 10010065   Goods: 512
Brand: 10010066   Goods: 1
Brand: 10010067   Goods: 311
Brand: 10010070   Goods: 2
Brand: 10010071   Goods: 1119
Brand: 10010072   Goods: 618
Brand: 10010075   Goods: 221
Brand: 10010078   Goods: 2
Brand: 10010081   Goods: 39
Brand: 10010082   Goods: 791
Brand: 10010091   Goods: 1
Brand: 10010096   Goods: 492
Brand: 10010100   Goods: 34
Brand: 10010102   Goods: 2584
Brand: 10010103   Goods: 1177
Brand: 10010129   Goods: 248
Brand: 10010132   Goods: 355
Brand: 10010135   Goods: 33
Brand: 10010136   Goods: 4
Brand: 10010139   Goods: 130
Brand: 10010140   Goods: 28
Brand: 10010142   Goods: 2
Brand: 10010145   Goods: 1
Brand: 10010151   Goods: 631
Brand: 10010155   Goods: 27
Brand: 10010156   Goods: 75
Brand: 10010163   Goods: 338
Brand: 10010167   Goods: 361
Brand: 10010195   Goods: 6
Brand: 10010196   Goods: 2
Brand: 10010201   Goods: 109
Brand: 10010209   Goods: 2032
Brand: 10010213   Goods: 1
Brand: 10010215   Goods: 1
Brand: 10010217   Goods: 63
Brand: 10010228   Goods: 2
Brand: 10010230   Goods: 6
Brand: 10010233   Goods: 1
Brand: 10010235   Goods: 181
Brand: 10010240   Goods: 949
Brand: 10010242   Goods: 3
Brand: 10010243   Goods: 50
Brand: 10010245   Goods: 1
Brand: 10010251   Goods: 1145
Brand: 10010252   Goods: 368
Brand: 10010253   Goods: 2
Brand: 10010256   Goods: 2
Brand: 10010258   Goods: 1
Brand: 10010259   Goods: 9
Brand: 10010265   Goods: 4155
Brand: 10010266   Goods: 10
Brand: 10010267   Goods: 1267
Brand: 10010268   Goods: 410
Brand: 10010269   Goods: 830
Brand: 10010271   Goods: 393
Brand: 10010272   Goods: 80
Brand: 10010274   Goods: 96
Brand: 10010278   Goods: 1
Brand: 10010279   Goods: 248
Brand: 10010280   Goods: 1479
Brand: 10010282   Goods: 210
Brand: 10010285   Goods: 1
Brand: 10010286   Goods: 759
Brand: 10010291   Goods: 18
Brand: 10010293   Goods: 7
Brand: 10010294   Goods: 1
Brand: 10010296   Goods: 5
Brand: 10010300   Goods: 1
Brand: 10010301   Goods: 1
Brand: 10010302   Goods: 2
Brand: 10010303   Goods: 1296
Brand: 10010304   Goods: 6494
Brand: 10010306   Goods: 122
Brand: 10010311   Goods: 877
Brand: 10010313   Goods: 97
Brand: 10010317   Goods: 1999
Brand: 10010319   Goods: 997
Brand: 10010320   Goods: 14
Brand: 10010330   Goods: 785
Brand: 10010331   Goods: 2
Brand: 10010332   Goods: 41
Brand: 10010333   Goods: 1340
Brand: 10010340   Goods: 1
Brand: 10010344   Goods: 2
Brand: 10010348   Goods: 611
Brand: 10010349   Goods: 1060
Brand: 10010350   Goods: 287
Brand: 10010351   Goods: 104
Brand: 10010354   Goods: 70
Brand: 10010360   Goods: 5
Brand: 10010361   Goods: 2
Brand: 10010363   Goods: 2571
Brand: 10010368   Goods: 1
Brand: 10010370   Goods: 75
Brand: 10010371   Goods: 13
Brand: 10010374   Goods: 52
Brand: 10010379   Goods: 7
Brand: 10010380   Goods: 64
Brand: 10010381   Goods: 35
Brand: 10010382   Goods: 460
Brand: 10010383   Goods: 1
Brand: 10010384   Goods: 1481
Brand: 10010386   Goods: 1525
Brand: 10010387   Goods: 2
Brand: 10010388   Goods: 1420
Brand: 10010393   Goods: 2
Brand: 10010395   Goods: 104
Brand: 10010396   Goods: 1
Brand: 10010397   Goods: 826
Brand: 10010399   Goods: 343
Brand: 10010400   Goods: 157
Brand: 10010401   Goods: 397
Brand: 10010402   Goods: 4
Brand: 10010403   Goods: 2
Brand: 10010404   Goods: 1
Brand: 10010405   Goods: 1
Brand: 10010406   Goods: 111
Brand: 10010413   Goods: 1
Brand: 10010418   Goods: 191
Brand: 10010419   Goods: 39
Brand: 10010423   Goods: 248
Brand: 10010428   Goods: 74
Brand: 10010430   Goods: 578
Brand: 10010431   Goods: 154
Brand: 10010433   Goods: 95
Brand: 10010443   Goods: 164
Brand: 10010444   Goods: 1
Brand: 10010447   Goods: 1
Brand: 10010458   Goods: 1878
Brand: 10010459   Goods: 157
Brand: 10010460   Goods: 3617
Brand: 10010467   Goods: 1
Brand: 10010468   Goods: 39
Brand: 10010473   Goods: 3
Brand: 10010474   Goods: 1604
Brand: 10010478   Goods: 28
Brand: 10010479   Goods: 468
Brand: 10010481   Goods: 2
Brand: 10010484   Goods: 3
Brand: 10010487   Goods: 20
Brand: 10010490   Goods: 2
Brand: 10010491   Goods: 1003
Brand: 10010492   Goods: 573
Brand: 10010498   Goods: 1
Brand: 10010499   Goods: 119
Brand: 10010500   Goods: 963
Brand: 10010501   Goods: 325
Brand: 10010504   Goods: 2489
Brand: 10010505   Goods: 1
Brand: 10010506   Goods: 98
Brand: 10010507   Goods: 74
Brand: 10010508   Goods: 2368
Brand: 10010511   Goods: 58
Brand: 10010517   Goods: 663
Brand: 10010518   Goods: 2
Brand: 10010526   Goods: 657
Brand: 10010527   Goods: 995
Brand: 10010531   Goods: 155
Brand: 10010538   Goods: 32
Brand: 10010539   Goods: 3709
Brand: 10010541   Goods: 758
Brand: 10010543   Goods: 812
Brand: 10010556   Goods: 13
Brand: 10010560   Goods: 455
Brand: 10010562   Goods: 116
Brand: 10010564   Goods: 2
Brand: 10010579   Goods: 1278
Brand: 10010580   Goods: 1160
Brand: 10010587   Goods: 1
Brand: 10010589   Goods: 1
Brand: 10010595   Goods: 8
Brand: 10010601   Goods: 11
Brand: 10010603   Goods: 1304
Brand: 10010604   Goods: 2
Brand: 10010609   Goods: 1555
Brand: 10010612   Goods: 513
Brand: 10010613   Goods: 2
Brand: 10010615   Goods: 388
Brand: 10010619   Goods: 3
Brand: 10010623   Goods: 2
Brand: 10010624   Goods: 48
Brand: 10010628   Goods: 1794
Brand: 10010631   Goods: 1561
Brand: 10010632   Goods: 1124
Brand: 10010633   Goods: 2
Brand: 10010636   Goods: 46
Brand: 10010637   Goods: 170
Brand: 10010639   Goods: 87
Brand: 10010646   Goods: 453
Brand: 10010657   Goods: 267
Brand: 10010662   Goods: 6
Brand: 10010664   Goods: 7
Brand: 10010670   Goods: 1560
Brand: 10010678   Goods: 2
Brand: 10010679   Goods: 34
Brand: 10010680   Goods: 1
Brand: 10010687   Goods: 139
Brand: 10010688   Goods: 210
Brand: 10010690   Goods: 2
Brand: 10010691   Goods: 163
Brand: 10010695   Goods: 742
Brand: 10010696   Goods: 1
Brand: 10010700   Goods: 26
Brand: 10010701   Goods: 1
Brand: 10010707   Goods: 371
Brand: 10010708   Goods: 260
Brand: 10010709   Goods: 1342
Brand: 10010711   Goods: 2
Brand: 10010712   Goods: 657
Brand: 10010713   Goods: 442
Brand: 10010719   Goods: 473
Brand: 10010720   Goods: 1
Brand: 10010721   Goods: 29
Brand: 10010723   Goods: 68
Brand: 10010724   Goods: 458
Brand: 10010726   Goods: 168
Brand: 10010727   Goods: 149
Brand: 10010728   Goods: 1
Brand: 10010729   Goods: 652
Brand: 10010730   Goods: 3
Brand: 10010731   Goods: 881
Brand: 10010734   Goods: 785
Brand: 10010736   Goods: 92
Brand: 10010739   Goods: 701
Brand: 10010741   Goods: 83
Brand: 10010743   Goods: 198
Brand: 10010745   Goods: 2
Brand: 10010747   Goods: 3
Brand: 10010750   Goods: 11
Brand: 10010751   Goods: 572
Brand: 10010754   Goods: 1
Brand: 10010755   Goods: 1
Brand: 10010757   Goods: 4
Brand: 10010758   Goods: 26
Brand: 10010759   Goods: 35
Brand: 10010764   Goods: 2
Brand: 10010766   Goods: 31
Brand: 10010768   Goods: 1
Brand: 10010777   Goods: 595
Brand: 10010780   Goods: 2
Brand: 10010782   Goods: 2301
Brand: 10010784   Goods: 3
Brand: 10010787   Goods: 5
Brand: 10010788   Goods: 601
Brand: 10010790   Goods: 11
Brand: 10010793   Goods: 2268
Brand: 10010794   Goods: 1007
Brand: 10010795   Goods: 69
Brand: 10010796   Goods: 1
Brand: 10010803   Goods: 1589
Brand: 10010806   Goods: 7
Brand: 10010808   Goods: 8
Brand: 10010815   Goods: 1348
Brand: 10010819   Goods: 271
Brand: 10010820   Goods: 156
Brand: 10010833   Goods: 218
Brand: 10010834   Goods: 131
Brand: 10010836   Goods: 446
Brand: 10010837   Goods: 366
Brand: 10010842   Goods: 385
Brand: 10010843   Goods: 337
Brand: 10010846   Goods: 6
Brand: 10010852   Goods: 1920
Brand: 10010853   Goods: 710
Brand: 10010855   Goods: 1
Brand: 10010858   Goods: 1
Brand: 10010861   Goods: 3
Brand: 10010863   Goods: 1
Brand: 10010865   Goods: 2
Brand: 10010869   Goods: 69
Brand: 10010870   Goods: 8
Brand: 10010871   Goods: 1197
Brand: 10010874   Goods: 4
Brand: 10010876   Goods: 2693
Brand: 10010878   Goods: 7
Brand: 10010879   Goods: 145
Brand: 10010882   Goods: 453
Brand: 10010883   Goods: 21
Brand: 10010887   Goods: 130
Brand: 10010893   Goods: 6
Brand: 10010894   Goods: 9
Brand: 10010899   Goods: 1051
Brand: 10010903   Goods: 224
Brand: 10010905   Goods: 344
Brand: 10010906   Goods: 550
Brand: 10010911   Goods: 111
Brand: 10010913   Goods: 8
Brand: 10010916   Goods: 1129
Brand: 10010917   Goods: 663
Brand: 10010922   Goods: 24
Brand: 10010925   Goods: 722
Brand: 10010926   Goods: 172
Brand: 10010927   Goods: 3
Brand: 10010928   Goods: 18
Brand: 10010932   Goods: 1
Brand: 10010933   Goods: 729
Brand: 10010935   Goods: 57
Brand: 10010939   Goods: 426
Brand: 10010943   Goods: 5
Brand: 10010947   Goods: 795
Brand: 10010950   Goods: 3533
Brand: 10010951   Goods: 334
Brand: 10010952   Goods: 916
Brand: 10010954   Goods: 198
Brand: 10010955   Goods: 422
Brand: 10010956   Goods: 11
Brand: 10010957   Goods: 1
Brand: 10010995   Goods: 753
Brand: 10010996   Goods: 130
Brand: 10010997   Goods: 1
Brand: 10010998   Goods: 2
Brand: 10011000   Goods: 2
Brand: 10011002   Goods: 124
Brand: 10011003   Goods: 1
Brand: 10011034   Goods: 38
Brand: 10011035   Goods: 12
Brand: 10011039   Goods: 1
Brand: 10011041   Goods: 1
Brand: 10011042   Goods: 38
Brand: 10011046   Goods: 1
Brand: 10011048   Goods: 5
Brand: 10011049   Goods: 2
Brand: 10011050   Goods: 215
Brand: 10011051   Goods: 349
Brand: 10011052   Goods: 1493
Brand: 10011054   Goods: 54
Brand: 10011055   Goods: 1449
Brand: 10011056   Goods: 573
Brand: 10011057   Goods: 703
Brand: 10011058   Goods: 430
Brand: 10011060   Goods: 570
Brand: 10011064   Goods: 311
Brand: 10011066   Goods: 8
Brand: 10011069   Goods: 250
Brand: 10011070   Goods: 184
Brand: 10011071   Goods: 1
Brand: 10011072   Goods: 2
Brand: 10011087   Goods: 673
Brand: 10011088   Goods: 55
Brand: 10011090   Goods: 14
Brand: 10011092   Goods: 3
Brand: 10011105   Goods: 12
Brand: 10011106   Goods: 836
Brand: 10011114   Goods: 471
Brand: 10011115   Goods: 58
Brand: 10011123   Goods: 8
Brand: 10011132   Goods: 24
Brand: 10011137   Goods: 244
Brand: 10011140   Goods: 929
Brand: 10011144   Goods: 35
Brand: 10011149   Goods: 722
Brand: 10011151   Goods: 816
Brand: 10011154   Goods: 750
Brand: 10011158   Goods: 149
Brand: 10011163   Goods: 59
Brand: 10011165   Goods: 567
Brand: 10011166   Goods: 10
Brand: 10011174   Goods: 3033
Brand: 10011176   Goods: 2
Brand: 10011181   Goods: 632
Brand: 10011182   Goods: 347
Brand: 10011183   Goods: 1
Brand: 10011191   Goods: 11
Brand: 10011196   Goods: 528
Brand: 10011202   Goods: 1
Brand: 10011203   Goods: 454
Brand: 10011204   Goods: 1899
Brand: 10011205   Goods: 6
Brand: 10011206   Goods: 15
Brand: 10011208   Goods: 1
Brand: 10011209   Goods: 1
Brand: 10011210   Goods: 28
Brand: 10011213   Goods: 1
Brand: 10011214   Goods: 2316
Brand: 10011221   Goods: 620
Brand: 10011222   Goods: 35
Brand: 10011225   Goods: 501
Brand: 10011227   Goods: 55
Brand: 10011234   Goods: 377
Brand: 10011236   Goods: 92
Brand: 10011237   Goods: 401
Brand: 10011238   Goods: 1
Brand: 10011241   Goods: 1540
Brand: 10011253   Goods: 15
Brand: 10011257   Goods: 3
Brand: 10011260   Goods: 136
Brand: 10011263   Goods: 849
Brand: 10011274   Goods: 876
Brand: 10011277   Goods: 1253
Brand: 10011283   Goods: 1
Brand: 10011284   Goods: 474
Brand: 10011286   Goods: 672
Brand: 10011287   Goods: 110
Brand: 10011290   Goods: 205
Brand: 10011292   Goods: 2
Brand: 10011294   Goods: 9
Brand: 10011296   Goods: 72
Brand: 10011298   Goods: 3
Brand: 10011299   Goods: 2
Brand: 10011300   Goods: 2
Brand: 10011313   Goods: 20
Brand: 10011314   Goods: 32
Brand: 10011318   Goods: 2034
Brand: 10011319   Goods: 997
Brand: 10011323   Goods: 46
Brand: 10011324   Goods: 147
Brand: 10011326   Goods: 122
Brand: 10011328   Goods: 1
Brand: 10011330   Goods: 1
Brand: 10011339   Goods: 2
Brand: 10011340   Goods: 1
Brand: 10011352   Goods: 1
Brand: 10011354   Goods: 1
Brand: 10011356   Goods: 1
Brand: 10011357   Goods: 2
Brand: 10011369   Goods: 1
Brand: 10011375   Goods: 1
Brand: 10011376   Goods: 2
Brand: 10011377   Goods: 2
Brand: 10011378   Goods: 2
Brand: 10011380   Goods: 3
Brand: 10011384   Goods: 6
Brand: 10011388   Goods: 92
Brand: 10011389   Goods: 271
Brand: 10011390   Goods: 921
Brand: 10011391   Goods: 1
Brand: 10011400   Goods: 831
Brand: 10011405   Goods: 2
Brand: 10011411   Goods: 1
Brand: 10011415   Goods: 512
Brand: 10011419   Goods: 5139
Brand: 10011423   Goods: 3
Brand: 10011426   Goods: 1
Brand: 10011429   Goods: 1119
Brand: 10011435   Goods: 15
Brand: 10011437   Goods: 15
Brand: 10011438   Goods: 33
Brand: 10011439   Goods: 29
Brand: 10011443   Goods: 1931
Brand: 10011444   Goods: 18
Brand: 10011446   Goods: 1
Brand: 10011448   Goods: 1
Brand: 10011449   Goods: 2946
Brand: 10011450   Goods: 537
Brand: 10011453   Goods: 15
Brand: 10011454   Goods: 1337
Brand: 10011457   Goods: 2907
Brand: 10011458   Goods: 13
Brand: 10011460   Goods: 73
Brand: 10011461   Goods: 1215
Brand: 10011463   Goods: 38
Brand: 10011465   Goods: 7
Brand: 10011466   Goods: 1
Brand: 10011473   Goods: 2
Brand: 10011476   Goods: 2452
Brand: 10011478   Goods: 1647
Brand: 10011479   Goods: 1407
Brand: 10011481   Goods: 29
Brand: 10011486   Goods: 10
Brand: 10011489   Goods: 229
Brand: 10011493   Goods: 105
Brand: 10011494   Goods: 54
Brand: 10011499   Goods: 92
Brand: 10011506   Goods: 297
Brand: 10011513   Goods: 32
Brand: 10011524   Goods: 2
Brand: 10011530   Goods: 444
Brand: 10011534   Goods: 1
Brand: 10011537   Goods: 629
Brand: 10011540   Goods: 1572
Brand: 10011541   Goods: 11
Brand: 10011544   Goods: 192
Brand: 10011547   Goods: 1
Brand: 10011549   Goods: 976
Brand: 10011550   Goods: 2
Brand: 10011551   Goods: 285
Brand: 10011552   Goods: 240
Brand: 10011553   Goods: 754
Brand: 10011556   Goods: 164
Brand: 10011560   Goods: 8
Brand: 10011561   Goods: 4
Brand: 10011567   Goods: 81
Brand: 10011580   Goods: 358
Brand: 10011582   Goods: 642
Brand: 10011586   Goods: 685
Brand: 10011587   Goods: 580
Brand: 10011588   Goods: 48
Brand: 10011589   Goods: 29
Brand: 10011594   Goods: 74
Brand: 10011598   Goods: 16
Brand: 10011603   Goods: 856
Brand: 10011606   Goods: 116
Brand: 10011607   Goods: 219
Brand: 10011608   Goods: 1
Brand: 10011609   Goods: 1419
Brand: 10011610   Goods: 2
Brand: 10011613   Goods: 3
Brand: 10011614   Goods: 769
Brand: 10011617   Goods: 29
Brand: 10011626   Goods: 214
Brand: 10011627   Goods: 761
Brand: 10011637   Goods: 391
Brand: 10011638   Goods: 154
Brand: 10011647   Goods: 243
Brand: 10011649   Goods: 768
Brand: 10011650   Goods: 217
Brand: 10011651   Goods: 197
Brand: 10011652   Goods: 347
Brand: 10011657   Goods: 622
Brand: 10011664   Goods: 1436
Brand: 10011665   Goods: 2
Brand: 10011675   Goods: 5
Brand: 10011677   Goods: 1
Brand: 10011681   Goods: 7
Brand: 10011687   Goods: 11
Brand: 10011690   Goods: 1
Brand: 10011692   Goods: 3
Brand: 10011715   Goods: 1
Brand: 10011720   Goods: 511
Brand: 10011723   Goods: 60
Brand: 10011727   Goods: 228
Brand: 10011729   Goods: 25
Brand: 10011731   Goods: 254
Brand: 10011739   Goods: 471
Brand: 10011741   Goods: 1
Brand: 10011742   Goods: 2
Brand: 10011744   Goods: 536
Brand: 10011745   Goods: 493
Brand: 10011751   Goods: 1
Brand: 10011754   Goods: 148
Brand: 10011761   Goods: 197
Brand: 10011763   Goods: 689
Brand: 10011773   Goods: 38
Brand: 10011775   Goods: 30
Brand: 10011776   Goods: 14
Brand: 10011777   Goods: 2
Brand: 10011781   Goods: 107
Brand: 10011785   Goods: 1
Brand: 10011792   Goods: 328
Brand: 10011797   Goods: 1
Brand: 10011798   Goods: 291
Brand: 10011801   Goods: 1
Brand: 10011802   Goods: 1
Brand: 10011806   Goods: 3894
Brand: 10011810   Goods: 4
Brand: 10011812   Goods: 84
Brand: 10011833   Goods: 820
Brand: 10011834   Goods: 5
Brand: 10011836   Goods: 1
Brand: 10011838   Goods: 193
Brand: 10011839   Goods: 1
Brand: 10011848   Goods: 2
Brand: 10011850   Goods: 2
Brand: 10011856   Goods: 672
Brand: 10011858   Goods: 106
Brand: 10011859   Goods: 3
Brand: 10011862   Goods: 590
Brand: 10011864   Goods: 1172
Brand: 10011866   Goods: 23
Brand: 10011867   Goods: 7
Brand: 10011871   Goods: 193
Brand: 10011875   Goods: 277
Brand: 10011876   Goods: 552
Brand: 10011877   Goods: 2985
Brand: 10011878   Goods: 26
Brand: 10011884   Goods: 24
Brand: 10011885   Goods: 424
Brand: 10011886   Goods: 156
Brand: 10011889   Goods: 9
Brand: 10011893   Goods: 219
Brand: 10011895   Goods: 3607
Brand: 10011900   Goods: 1
Brand: 10011902   Goods: 6
Brand: 10011903   Goods: 1
Brand: 10011914   Goods: 133
Brand: 10011918   Goods: 59
Brand: 10011928   Goods: 1
Brand: 10011930   Goods: 31
Brand: 10011934   Goods: 76
Brand: 10011937   Goods: 805
Brand: 10011940   Goods: 14
Brand: 10011942   Goods: 296
Brand: 10011946   Goods: 2
Brand: 10011949   Goods: 1
Brand: 10011950   Goods: 551
Brand: 10011952   Goods: 49
Brand: 10011953   Goods: 42
Brand: 10011955   Goods: 16
Brand: 10011957   Goods: 359
Brand: 10011958   Goods: 264
Brand: 10011969   Goods: 3
Brand: 10011972   Goods: 156
Brand: 10011973   Goods: 233
Brand: 10011983   Goods: 534
Brand: 10011984   Goods: 5
Brand: 10011988   Goods: 30
Brand: 10011989   Goods: 103
Brand: 10011991   Goods: 1196
Brand: 10011993   Goods: 263
Brand: 10011995   Goods: 22
Brand: 10011996   Goods: 57
Brand: 10011999   Goods: 563
Brand: 10012000   Goods: 2
Brand: 10012001   Goods: 449
Brand: 10012003   Goods: 3
Brand: 10012018   Goods: 27
Brand: 10012028   Goods: 55
Brand: 10012029   Goods: 1
Brand: 10012030   Goods: 1
Brand: 10012036   Goods: 3
Brand: 10012037   Goods: 1
Brand: 10012057   Goods: 9
Brand: 10012059   Goods: 4
Brand: 10012062   Goods: 738
Brand: 10012125   Goods: 196
Brand: 10012131   Goods: 83
Brand: 10012134   Goods: 91
Brand: 10012141   Goods: 180
Brand: 10012145   Goods: 424
Brand: 10012146   Goods: 3
Brand: 10012147   Goods: 101
Brand: 10012149   Goods: 350
Brand: 10012152   Goods: 28
Brand: 10012153   Goods: 3
Brand: 10012156   Goods: 579
Brand: 10012172   Goods: 28
Brand: 10012174   Goods: 2
Brand: 10012178   Goods: 1485
Brand: 10012183   Goods: 1
Brand: 10012186   Goods: 1
Brand: 10012188   Goods: 1
Brand: 10012197   Goods: 3
Brand: 10012199   Goods: 1660
Brand: 10012200   Goods: 908
Brand: 10012205   Goods: 7
Brand: 10012210   Goods: 422
Brand: 10012213   Goods: 84
Brand: 10012219   Goods: 435
Brand: 10012220   Goods: 5
Brand: 10012273   Goods: 2
Brand: 10012275   Goods: 1
Brand: 10012277   Goods: 117
Brand: 10012280   Goods: 1
Brand: 10012281   Goods: 442
Brand: 10012283   Goods: 2746
Brand: 10012297   Goods: 141
Brand: 10012298   Goods: 1
Brand: 10012300   Goods: 3
Brand: 10012301   Goods: 205
Brand: 10012312   Goods: 2
Brand: 10012316   Goods: 322
Brand: 10012317   Goods: 2
Brand: 10012318   Goods: 132
Brand: 10012319   Goods: 675
Brand: 10012320   Goods: 5492
Brand: 10012323   Goods: 263
Brand: 10012325   Goods: 450
Brand: 10012328   Goods: 336
Brand: 10012332   Goods: 173
Brand: 10012338   Goods: 45
Brand: 10012345   Goods: 314
Brand: 10012347   Goods: 234
Brand: 10012349   Goods: 13
Brand: 10012353   Goods: 119
Brand: 10012355   Goods: 930
Brand: 10012362   Goods: 1
Brand: 10012369   Goods: 639
Brand: 10012370   Goods: 287
Brand: 10012371   Goods: 58
Brand: 10012372   Goods: 653
Brand: 10012375   Goods: 667
Brand: 10012392   Goods: 41
Brand: 10012394   Goods: 1593
Brand: 10012401   Goods: 5
Brand: 10012404   Goods: 729
Brand: 10012408   Goods: 304
Brand: 10012411   Goods: 154
Brand: 10012420   Goods: 707
Brand: 10012425   Goods: 1788
Brand: 10012429   Goods: 12
Brand: 10012433   Goods: 537
Brand: 10012435   Goods: 1005
Brand: 10012436   Goods: 420
Brand: 10012437   Goods: 2
Brand: 10012439   Goods: 1244
Brand: 10012443   Goods: 1
Brand: 10012447   Goods: 124
Brand: 10012448   Goods: 688
Brand: 10012454   Goods: 1622
Brand: 10012464   Goods: 953
Brand: 10012468   Goods: 1
Brand: 10012472   Goods: 3
Brand: 10012475   Goods: 2
Brand: 10012476   Goods: 3
Brand: 10012481   Goods: 4
Brand: 10012484   Goods: 2
Brand: 10012485   Goods: 838
Brand: 10012486   Goods: 23
Brand: 10012487   Goods: 50
Brand: 10012489   Goods: 4
Brand: 10012491   Goods: 70
Brand: 10012492   Goods: 117
Brand: 10012496   Goods: 1
Brand: 10012497   Goods: 15
Brand: 10012498   Goods: 2
Brand: 10012506   Goods: 2
Brand: 10012513   Goods: 3
Brand: 10012515   Goods: 1
Brand: 10012516   Goods: 6
Brand: 10012517   Goods: 875
Brand: 10012519   Goods: 1
Brand: 10012521   Goods: 2
Brand: 10012528   Goods: 1
Brand: 10012531   Goods: 56
Brand: 10012539   Goods: 949
Brand: 10012540   Goods: 8
Brand: 10012543   Goods: 21
Brand: 10012546   Goods: 690
Brand: 10012548   Goods: 1
Brand: 10012552   Goods: 11
Brand: 10012557   Goods: 99
Brand: 10012560   Goods: 1
Brand: 10012562   Goods: 847
Brand: 10012563   Goods: 64
Brand: 10012565   Goods: 65
Brand: 10012574   Goods: 3
Brand: 10012581   Goods: 1207
Brand: 10012582   Goods: 18
Brand: 10012610   Goods: 4
Brand: 10012611   Goods: 1
Brand: 10012614   Goods: 70
Brand: 10012620   Goods: 3
Brand: 10012621   Goods: 792
Brand: 10012623   Goods: 21
Brand: 10012625   Goods: 1
Brand: 10012627   Goods: 43
Brand: 10012628   Goods: 35
Brand: 10012632   Goods: 2011
Brand: 10012635   Goods: 1165
Brand: 10012638   Goods: 11
Brand: 10012639   Goods: 941
